2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:10,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:11,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:12,Student Present
2026-05-08 20:20:13,Student Present
2026-05-08 20:20:13,Student Present
2026-05-08 20:20:13,Student Present
2026-05-08 20:20:13,Student Present
2026-05-08 20:20:13,Student Present
